CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
1683,Nebraska,Clay,0.7235,0.2407,0.0267,0.009,2326,774,86,17,3,8,0,1,0,0,0,0,0,0,0,0,0
1684,Nebraska,Colfax,0.7053,0.2603,0.0217,0.0127,2338,863,72,29,6,4,0,3,0,0,0,0,0,0,0,0,0
1685,Nebraska,Cuming,0.7668,0.2033,0.0216,0.0083,3232,857,91,24,4,5,0,2,0,0,0,0,0,0,0,0,0
1686,Nebraska,Custer,0.7841,0.1803,0.0259,0.0098,4245,976,140,32,11,8,0,2,0,0,0,0,0,0,0,0,0
1687,Nebraska,Dakota,0.5146,0.4446,0.0233,0.0175,3119,2695,141,87,9,10,0,0,0,0,0,0,0,0,0,0,0
1688,Nebraska,Dawes,0.7039,0.2273,0.0585,0.0102,2549,823,212,22,12,0,0,3,0,0,0,0,0,0,0,0,0
1689,Nebraska,Dawson,0.7341,0.2318,0.019,0.0151,5511,1740,143,84,22,3,0,4,0,0,0,0,0,0,0,0,0
1690,Nebraska,Deuel,0.758,0.2062,0.0261,0.0097,783,213,27,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1691,Nebraska,Dixon,0.6569,0.2937,0.0215,0.0279,1834,820,60,65,9,4,0,0,0,0,0,0,0,0,0,0,0
1692,Nebraska,Dodge,0.613,0.3469,0.0306,0.0095,8871,5021,443,58,63,10,0,6,0,0,0,0,0,0,0,0,0
1693,Nebraska,Douglas,0.5516,0.4005,0.0388,0.0091,101025,73347,7109,690,749,126,0,110,0,0,0,0,0,0,0,0,0
1694,Nebraska,Dundy,0.7923,0.1771,0.0188,0.0119,801,179,19,6,3,2,0,1,0,0,0,0,0,0,0,0,0
1695,Nebraska,Fillmore,0.6751,0.2829,0.0344,0.0077,2024,848,103,14,8,1,0,0,0,0,0,0,0,0,0,0,0
1696,Nebraska,Franklin,0.717,0.2518,0.0216,0.0096,1196,420,36,9,2,0,0,5,0,0,0,0,0,0,0,0,0
1697,Nebraska,Frontier,0.7911,0.1752,0.0194,0.0144,1102,244,27,10,6,2,0,2,0,0,0,0,0,0,0,0,0
1698,Nebraska,Furnas,0.7606,0.2197,0.0119,0.0078,1849,534,29,12,6,0,0,1,0,0,0,0,0,0,0,0,0
1699,Nebraska,Gage,0.5826,0.3699,0.0373,0.0102,5538,3516,355,57,33,4,0,3,0,0,0,0,0,0,0,0,0
1700,Nebraska,Garden,0.79,0.1665,0.0312,0.0123,963,203,38,8,4,1,0,2,0,0,0,0,0,0,0,0,0
1701,Nebraska,Garfield,0.7456,0.2098,0.0343,0.0104,718,202,33,9,0,1,0,0,0,0,0,0,0,0,0,0,0
1702,Nebraska,Gosper,0.7465,0.2249,0.0187,0.0099,757,228,19,9,0,0,0,1,0,0,0,0,0,0,0,0,0
1703,Nebraska,Grant,0.8416,0.1273,0.026,0.0052,324,49,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,Nebraska,Greeley,0.6405,0.3176,0.0282,0.0137,839,416,37,13,4,1,0,0,0,0,0,0,0,0,0,0,0
1705,Nebraska,Hall,0.6364,0.3209,0.0321,0.0106,11803,5952,595,116,52,12,0,16,0,0,0,0,0,0,0,0,0
1706,Nebraska,Hamilton,0.7239,0.2374,0.0314,0.0073,3251,1066,141,21,10,2,0,0,0,0,0,0,0,0,0,0,0
1707,Nebraska,Harlan,0.7333,0.2365,0.02,0.0103,1358,438,37,11,7,1,0,0,0,0,0,0,0,0,0,0,0
1708,Nebraska,Hayes,0.8511,0.1156,0.014,0.0193,486,66,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0
1709,Nebraska,Hitchcock,0.7608,0.2108,0.0142,0.0142,1126,312,21,14,3,3,0,1,0,0,0,0,0,0,0,0,0
1710,Nebraska,Holt,0.7973,0.1706,0.0188,0.0133,3954,846,93,48,5,9,0,4,0,0,0,0,0,0,0,0,0
1711,Nebraska,Hooker,0.7751,0.1809,0.0318,0.0122,317,74,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1712,Nebraska,Howard,0.6226,0.3378,0.0251,0.0145,1760,955,71,21,13,2,0,5,0,0,0,0,0,0,0,0,0
1713,Nebraska,Jefferson,0.6111,0.3538,0.0265,0.0086,2351,1361,102,15,16,2,0,0,0,0,0,0,0,0,0,0,0
1714,Nebraska,Johnson,0.5729,0.3759,0.035,0.0161,1210,794,74,11,11,5,0,7,0,0,0,0,0,0,0,0,0
1715,Nebraska,Kearney,0.7473,0.2178,0.024,0.0109,2333,680,75,17,12,2,0,3,0,0,0,0,0,0,0,0,0
1716,Nebraska,Keith,0.7672,0.2021,0.0195,0.0112,2953,778,75,30,11,0,0,2,0,0,0,0,0,0,0,0,0
1717,Nebraska,Keya Paha,0.8226,0.152,0.0117,0.0136,422,78,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1718,Nebraska,Kimball,0.7577,0.2082,0.0225,0.0115,1379,379,41,11,5,3,0,2,0,0,0,0,0,0,0,0,0
1719,Nebraska,Knox,0.6998,0.2607,0.0277,0.0118,2784,1037,110,36,5,3,0,3,0,0,0,0,0,0,0,0,0
1720,Nebraska,Lancaster,0.5182,0.4168,0.0577,0.0073,55514,44650,6182,297,360,49,0,80,0,0,0,0,0,0,0,0,0
1721,Nebraska,Lincoln,0.61,0.3444,0.0332,0.0124,9220,5205,502,126,41,12,0,8,0,0,0,0,0,0,0,0,0
1722,Nebraska,Logan,0.8155,0.1456,0.0267,0.0121,336,60,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
1723,Nebraska,Loup,0.7513,0.2222,0.0185,0.0079,284,84,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,Nebraska,McPherson,0.8106,0.1595,0.0033,0.0266,244,48,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1725,Nebraska,Madison,0.7497,0.2157,0.0226,0.0121,9636,2772,290,108,28,8,0,11,0,0,0,0,0,0,0,0,0
1726,Nebraska,Merrick,0.7126,0.2539,0.0251,0.0084,2380,848,84,22,3,2,0,1,0,0,0,0,0,0,0,0,0
1727,Nebraska,Morrill,0.747,0.2152,0.0215,0.0164,1597,460,46,26,6,3,0,0,0,0,0,0,0,0,0,0,0
1728,Nebraska,Nance,0.6637,0.2985,0.0276,0.0102,1105,497,46,11,3,1,0,2,0,0,0,0,0,0,0,0,0
1729,Nebraska,Nemaha,0.6462,0.3155,0.0279,0.0104,2177,1063,94,18,10,3,0,4,0,0,0,0,0,0,0,0,0
1730,Nebraska,Nuckolls,0.6963,0.2636,0.027,0.0131,1701,644,66,21,8,2,0,1,0,0,0,0,0,0,0,0,0
1731,Nebraska,Otoe,0.6271,0.3314,0.0327,0.0087,4178,2208,218,35,13,3,0,7,0,0,0,0,0,0,0,0,0
1732,Nebraska,Pawnee,0.6169,0.3436,0.025,0.0145,937,522,38,11,8,3,0,0,0,0,0,0,0,0,0,0,0
1733,Nebraska,Perkins,0.8058,0.1674,0.0213,0.0055,1170,243,31,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1734,Nebraska,Phelps,0.7726,0.2019,0.0186,0.0069,3575,934,86,14,15,1,0,2,0,0,0,0,0,0,0,0,0
1735,Nebraska,Pierce,0.7899,0.1777,0.0162,0.0162,2534,570,52,43,4,2,0,3,0,0,0,0,0,0,0,0,0
1736,Nebraska,Platte,0.7669,0.2031,0.0207,0.0093,9861,2612,266,66,38,9,0,7,0,0,0,0,0,0,0,0,0
1737,Nebraska,Polk,0.7367,0.2334,0.0199,0.01,1925,610,52,15,8,1,0,2,0,0,0,0,0,0,0,0,0
1738,Nebraska,Red Willow,0.7323,0.2364,0.0205,0.0107,3680,1188,103,33,15,2,0,4,0,0,0,0,0,0,0,0,0
1739,Nebraska,Richardson,0.632,0.333,0.02,0.0149,2623,1382,83,33,16,6,0,7,0,0,0,0,0,0,0,0,0
1740,Nebraska,Rock,0.811,0.1577,0.019,0.0123,725,141,17,9,1,0,0,1,0,0,0,0,0,0,0,0,0
1741,Nebraska,Saline,0.5017,0.4511,0.0363,0.0109,2581,2321,187,35,15,2,0,4,0,0,0,0,0,0,0,0,0
1742,Nebraska,Sarpy,0.64,0.3233,0.0289,0.0078,28979,14637,1308,140,165,19,0,30,0,0,0,0,0,0,0,0,0
1743,Nebraska,Saunders,0.6377,0.3198,0.0311,0.0114,5688,2852,277,68,24,5,0,5,0,0,0,0,0,0,0,0,0
1744,Nebraska,Scotts Bluff,0.679,0.2845,0.0289,0.0076,9397,3937,400,62,29,8,0,6,0,0,0,0,0,0,0,0,0
1745,Nebraska,Seward,0.6353,0.3207,0.0349,0.0091,4457,2250,245,36,14,6,0,8,0,0,0,0,0,0,0,0,0
1746,Nebraska,Sheridan,0.8172,0.1522,0.021,0.0097,2105,392,54,18,5,1,0,1,0,0,0,0,0,0,0,0,0
1747,Nebraska,Sherman,0.6287,0.3308,0.0282,0.0123,1072,564,48,9,7,0,0,5,0,0,0,0,0,0,0,0,0
1748,Nebraska,Sioux,0.8364,0.1303,0.0239,0.0093,629,98,18,4,0,1,0,2,0,0,0,0,0,0,0,0,0
1749,Nebraska,Stanton,0.7623,0.2011,0.0213,0.0153,1895,500,53,21,8,3,0,6,0,0,0,0,0,0,0,0,0
1750,Nebraska,Thayer,0.6973,0.2731,0.0216,0.008,2096,821,65,13,5,2,0,4,0,0,0,0,0,0,0,0,0
1751,Nebraska,Thomas,0.8329,0.1392,0.0228,0.0051,329,55,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,Nebraska,Thurston,0.4995,0.4438,0.0269,0.0298,1040,924,56,51,5,3,0,3,0,0,0,0,0,0,0,0,0
1753,Nebraska,Valley,0.7114,0.2576,0.0199,0.011,1610,583,45,18,4,2,0,1,0,0,0,0,0,0,0,0,0
1754,Nebraska,Washington,0.6675,0.2956,0.0271,0.0097,5758,2550,234,30,41,5,0,8,0,0,0,0,0,0,0,0,0
1755,Nebraska,Wayne,0.7041,0.2541,0.0302,0.0117,2774,1001,119,33,6,3,0,4,0,0,0,0,0,0,0,0,0
1756,Nebraska,Webster,0.6694,0.3003,0.0247,0.0057,1302,584,48,9,1,1,0,0,0,0,0,0,0,0,0,0,0
1757,Nebraska,Wheeler,0.7748,0.1876,0.0243,0.0132,351,85,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1758,Nebraska,York,0.7455,0.2178,0.0249,0.0118,4816,1407,161,59,8,6,0,3,0,0,0,0,0,0,0,0,0
1759,Nevada,Carson City,0.5698,0.3781,0.0311,0.021,11084,7354,605,135,101,24,0,12,0,0,0,Candidates,0,0,0,0,0
1760,Nevada,Churchill,0.7069,0.2483,0.0214,0.0233,6237,2191,189,75,33,16,0,3,0,0,0,137,0,0,0,0,0
1761,Nevada,Clark,0.4472,0.5131,0.0208,0.0189,170932,196100,7942,3045,1962,353,0,252,0,0,0,79,0,0,0,0,0
1762,Nevada,Douglas,0.6227,0.3247,0.033,0.0195,11193,5837,593,121,83,25,0,20,0,0,0,1612,0,0,0,0,0
1763,Nevada,Elko,0.7775,0.1793,0.0156,0.0276,11025,2542,221,100,139,25,0,10,0,0,0,102,0,0,0,0,0
1764,Nevada,Esmeralda,0.6782,0.2363,0.0285,0.057,333,116,14,10,11,0,0,1,0,0,0,118,0,0,0,0,0
1765,Nevada,Eureka,0.7551,0.1792,0.0179,0.0478,632,150,15,11,15,2,0,1,0,0,0,6,0,0,0,0,0
1766,Nevada,Humboldt,0.7233,0.2243,0.0272,0.0252,3638,1128,137,40,30,5,0,1,0,0,0,11,0,0,0,0,0
1767,Nevada,Lander,0.764,0.1864,0.0175,0.0321,1619,395,37,26,12,2,0,2,0,0,0,51,0,0,0,0,0
1768,Nevada,Lincoln,0.7014,0.2357,0.0204,0.0424,1372,461,40,26,16,11,0,4,0,0,0,26,0,0,0,0,0
1769,Nevada,Lyon,0.6062,0.3298,0.0319,0.0321,7270,3955,382,144,79,34,0,24,0,0,0,26,0,0,0,0,0
1770,Nevada,Mineral,0.5351,0.3995,0.0353,0.0301,1227,916,81,25,13,5,0,3,0,0,0,104,0,0,0,0,0
1771,Nevada,Nye,0.5668,0.3715,0.0273,0.0345,6904,4525,332,214,96,19,0,9,0,0,0,23,0,0,0,0,0
1772,Nevada,Pershing,0.6776,0.2642,0.0255,0.0327,1221,476,46,21,7,1,0,2,0,0,0,82,0,0,0,0,0
1773,Nevada,Storey,0.564,0.3704,0.0439,0.0217,1014,666,79,11,12,2,0,4,0,0,0,28,0,0,0,0,0
1774,Nevada,Washoe,0.5204,0.426,0.0344,0.0193,63640,52097,4209,688,690,86,0,65,0,0,0,10,0,0,0,0,0
1775,Nevada,White Pine,0.6305,0.3017,0.0243,0.0435,2234,1069,86,55,12,11,0,2,0,0,0,826,0,0,0,0,0
1776,New Hampshire,Belknap,0.5523,0.4,0.0365,0.0112,14799,10719,977,124,88,14,74,0,0,0,0,0,0,0,0,0,0
1777,New Hampshire,Carroll,0.5275,0.4126,0.0455,0.0144,12597,9852,1086,119,131,17,77,0,0,0,0,0,0,0,0,0,0
1778,New Hampshire,Cheshire,0.413,0.5205,0.0524,0.0141,13793,17382,1750,186,152,45,87,0,0,0,0,0,0,0,0,0,0
1779,New Hampshire,Coos,0.502,0.45,0.0317,0.0163,7329,6570,463,133,69,11,25,0,0,0,0,0,0,0,0,0,0
1780,New Hampshire,Grafton,0.4671,0.4731,0.046,0.0137,18092,18326,1783,210,209,32,81,0,0,0,0,0,0,0,0,0,0
1781,New Hampshire,Hillsborough,0.4865,0.4683,0.033,0.0122,80649,77625,5465,755,811,62,394,0,0,0,0,0,0,0,0,0,0
1782,New Hampshire,Merrimack,0.4715,0.4808,0.0368,0.0109,30028,30622,2343,230,286,32,143,0,0,0,0,0,0,0,0,0,0
1783,New Hampshire,Rockingham,0.4909,0.4593,0.0389,0.011,65860,61628,5213,534,626,55,257,0,0,0,0,0,0,0,0,0,0
1784,New Hampshire,Strafford,0.4273,0.5142,0.046,0.0124,21108,25400,2273,210,286,36,80,0,0,0,0,0,0,0,0,0,0
1785,New Hampshire,Sullivan,0.4984,0.4405,0.0453,0.0158,9304,8224,845,114,99,24,58,0,0,0,0,0,0,0,0,0,0
1786,New Jersey,Atlantic,0.3907,0.5804,0.024,0.0048,35593,52880,2188,171,158,20,0,39,36,17,0,0,0,0,0,0,0
1787,New Jersey,Bergen,0.4165,0.5527,0.0264,0.0044,152731,202682,9688,755,434,148,0,176,40,67,0,0,0,0,0,0,0
1788,New Jersey,Burlington,0.407,0.5605,0.0276,0.005,72254,99506,4894,278,463,64,0,62,13,7,0,0,0,0,0,0,0
1789,New Jersey,Camden,0.3173,0.646,0.0311,0.0056,62464,127166,6124,353,550,48,0,103,31,22,0,0,0,0,0,0,0
1790,New Jersey,Cape May,0.4999,0.4662,0.0271,0.0067,23794,22189,1291,187,82,12,0,22,5,12,0,0,0,0,0,0,0
1791,New Jersey,Cumberland,0.3878,0.579,0.0206,0.0125,18882,28188,1004,111,130,25,0,52,18,274,0,0,0,0,0,0,0
1792,New Jersey,Essex,0.2575,0.7147,0.0217,0.0061,66842,185505,5641,391,286,155,0,87,611,55,0,0,0,0,0,0,0
1793,New Jersey,Gloucester,0.3944,0.5694,0.0298,0.0064,42315,61095,3196,236,320,25,0,70,31,10,0,0,0,0,0,0,0
1794,New Jersey,Hudson,0.2617,0.7063,0.0265,0.0055,43804,118206,4436,274,253,179,0,94,36,79,0,0,0,0,0,0,0
1795,New Jersey,Hunterdon,0.5705,0.3788,0.0436,0.0071,32210,21387,2459,154,181,9,0,48,4,3,0,0,0,0,0,0,0
1796,New Jersey,Mercer,0.3443,0.6142,0.0336,0.0079,46670,83256,4561,274,581,63,0,101,28,25,0,0,0,0,0,0,0
1797,New Jersey,Middlesex,0.3614,0.5988,0.0345,0.0053,93545,154998,8934,622,449,39,0,112,114,36,0,0,0,0,0,0,0
1798,New Jersey,Monmouth,0.4551,0.5015,0.0346,0.0088,119291,131476,9059,678,488,282,0,144,670,53,0,0,0,0,0,0,0
1799,New Jersey,Morris,0.5378,0.4263,0.0307,0.0052,111066,88039,6333,473,448,23,0,88,20,18,0,0,0,0,0,0,0
1800,New Jersey,Ocean,0.4884,0.4718,0.034,0.0058,105684,102104,7354,604,387,64,0,102,18,76,0,0,0,0,0,0,0
1801,New Jersey,Passaic,0.3899,0.5769,0.024,0.0093,61043,90324,3752,402,199,103,0,656,52,42,0,0,0,0,0,0,0
1802,New Jersey,Salem,0.4544,0.5086,0.0265,0.0105,12257,13718,714,75,109,20,0,26,46,7,0,0,0,0,0,0,0
1803,New Jersey,Somerset,0.4961,0.4671,0.0314,0.0053,59725,56232,3776,231,306,43,0,49,10,5,0,0,0,0,0,0,0
1804,New Jersey,Sussex,0.5788,0.3714,0.0417,0.008,33277,21353,2399,184,151,21,0,88,10,7,0,0,0,0,0,0,0
1805,New Jersey,Union,0.3678,0.601,0.0265,0.0047,68554,112003,4945,387,252,48,0,79,81,24,0,0,0,0,0,0,0
1806,New Jersey,Warren,0.5434,0.4055,0.0443,0.0069,22172,16543,1806,149,85,18,0,17,6,5,0,0,0,0,0,0,0
1807,New Mexico,Bernalillo,0.4662,0.4868,0.0405,0.0065,95249,99461,8274,397,713,106,0,119,0,0,0,0,0,0,0,0,0
1808,New Mexico,Catron,0.744,0.2063,0.0333,0.0164,1273,353,57,11,14,3,0,0,0,0,0,0,0,0,0,0,0
1809,New Mexico,Chaves,0.6269,0.3493,0.0169,0.0068,11378,6340,307,51,56,9,0,8,0,0,0,0,0,0,0,0,0
1810,New Mexico,Cibola,0.3883,0.5823,0.0231,0.0063,2752,4127,164,29,8,5,0,3,0,0,0,0,0,0,0,0,0
1811,New Mexico,Colfax,0.4761,0.4858,0.0298,0.0082,2600,2653,163,20,20,2,0,3,0,0,0,0,0,0,0,0,0
1812,New Mexico,Curry,0.6935,0.29,0.0123,0.0042,8301,3471,147,23,19,4,0,4,0,0,0,0,0,0,0,0,0
1813,New Mexico,De Baca,0.6232,0.3554,0.0122,0.0092,612,349,12,7,0,2,0,0,0,0,0,0,0,0,0,0,0
1814,New Mexico,Dona Ana,0.4558,0.5126,0.0248,0.0069,21263,23912,1158,117,155,21,0,27,0,0,0,0,0,0,0,0,0
1815,New Mexico,Eddy,0.581,0.3996,0.0144,0.0049,10335,7108,256,37,36,8,0,7,0,0,0,0,0,0,0,0,0
1816,New Mexico,Grant,0.4413,0.5047,0.0471,0.0068,4961,5673,530,32,32,7,0,6,0,0,0,0,0,0,0,0,0
1817,New Mexico,Guadalupe,0.3319,0.6517,0.0145,0.0018,548,1076,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1818,New Mexico,Harding,0.6172,0.3609,0.0152,0.0067,366,214,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1819,New Mexico,Hidalgo,0.5202,0.4575,0.0153,0.0071,954,839,28,5,6,1,0,1,0,0,0,0,0,0,0,0,0
1820,New Mexico,Lea,0.7125,0.2704,0.0119,0.0053,10157,3855,169,37,22,10,0,6,0,0,0,0,0,0,0,0,0
1821,New Mexico,Lincoln,0.6583,0.2993,0.0248,0.0176,4458,2027,168,22,82,7,0,8,0,0,0,0,0,0,0,0,0
1822,New Mexico,Los Alamos,0.5503,0.406,0.0322,0.0115,5623,4149,329,8,88,12,0,9,0,0,0,0,0,0,0,0,0
1823,New Mexico,Luna,0.5135,0.4499,0.0281,0.0085,3395,2975,186,29,20,6,0,1,0,0,0,0,0,0,0,0,0
1824,New Mexico,McKinley,0.3193,0.6475,0.0247,0.0086,5070,10281,392,46,55,15,0,20,0,0,0,0,0,0,0,0,0
1825,New Mexico,Mora,0.3049,0.6645,0.0224,0.0082,668,1456,49,6,8,2,0,2,0,0,0,0,0,0,0,0,0
1826,New Mexico,Otero,0.6331,0.3373,0.0209,0.0088,10258,5465,338,53,64,16,0,10,0,0,0,0,0,0,0,0,0
1827,New Mexico,Quay,0.5963,0.3827,0.0133,0.0078,2292,1471,51,17,8,1,0,4,0,0,0,0,0,0,0,0,0
1828,New Mexico,Rio Arriba,0.2889,0.6753,0.0312,0.0046,3495,8169,377,20,23,6,0,7,0,0,0,0,0,0,0,0,0
1829,New Mexico,Roosevelt,0.6657,0.3118,0.0173,0.0051,3762,1762,98,10,15,2,0,2,0,0,0,0,0,0,0,0,0
1830,New Mexico,Sandoval,0.4857,0.4692,0.0381,0.007,15423,14899,1211,76,115,11,0,20,0,0,0,0,0,0,0,0,0
1831,New Mexico,San Juan,0.6185,0.3457,0.0266,0.0092,21434,11980,923,117,154,27,0,22,0,0,0,0,0,0,0,0,0
1832,New Mexico,San Miguel,0.2418,0.7139,0.0376,0.0068,2215,6540,344,16,27,8,0,11,0,0,0,0,0,0,0,0,0
1833,New Mexico,Santa Fe,0.2825,0.6472,0.065,0.0054,13974,32017,3215,65,147,16,0,37,0,0,0,0,0,0,0,0,0
1834,New Mexico,Sierra,0.5933,0.3683,0.0288,0.0096,2721,1689,132,19,18,4,0,3,0,0,0,0,0,0,0,0,0
1835,New Mexico,Socorro,0.4648,0.4826,0.0409,0.0117,3173,3294,279,23,53,2,0,2,0,0,0,0,0,0,0,0,0
1836,New Mexico,Taos,0.2519,0.6461,0.0977,0.0044,2744,7039,1064,12,29,3,0,4,0,0,0,0,0,0,0,0,0
1837,New Mexico,Torrance,0.5829,0.3766,0.0329,0.0077,2891,1868,163,20,8,8,0,2,0,0,0,0,0,0,0,0,0
1838,New Mexico,Union,0.7231,0.2575,0.0108,0.0085,1269,452,19,7,4,3,0,1,0,0,0,0,0,0,0,0,0
1839,New Mexico,Valencia,0.5054,0.4593,0.0288,0.0065,10803,9819,615,55,58,15,0,12,0,0,0,0,0,0,0,0,0
1840,New York,Albany,0.3355,0.6031,0.0506,0.0109,47624,85617,7182,559,221,36,0,695,0,35,0,0,0,0,0,0,0
1841,New York,Allegany,0.6119,0.339,0.0352,0.0139,11436,6336,657,147,20,9,0,76,0,8,0,0,0,0,0,0,0
1842,New York,Broome,0.4244,0.5212,0.0439,0.0105,36946,45381,3826,388,129,30,0,351,0,12,0,0,0,0,0,0,0
1843,New York,Cattaraugus,0.5449,0.406,0.0324,0.0166,18382,13697,1094,247,6,10,0,126,0,171,0,0,0,0,0,0,0
1844,New York,Cayuga,0.4411,0.5012,0.0426,0.015,14988,17031,1448,309,58,19,0,107,0,18,0,0,0,0,0,0,0
1845,New York,Chautauqua,0.495,0.4601,0.0322,0.0128,29064,27016,1888,344,70,24,0,299,0,15,0,0,0,0,0,0,0
1846,New York,Chemung,0.498,0.4621,0.0317,0.0083,18779,17424,1195,156,31,5,0,112,0,8,0,0,0,0,0,0,0
1847,New York,Chenango,0.4955,0.45,0.0429,0.0117,10033,9112,869,116,35,5,0,77,0,3,0,0,0,0,0,0,0
1848,New York,Clinton,0.4344,0.5087,0.0394,0.0175,13274,15542,1205,275,29,8,0,211,0,11,0,0,0,0,0,0,0
1849,New York,Columbia,0.4584,0.4701,0.0595,0.0119,13153,13489,1707,78,38,6,0,196,0,24,0,0,0,0,0,0,0
1850,New York,Cortland,0.4757,0.4676,0.0455,0.0112,9857,9691,943,121,28,6,0,76,0,1,0,0,0,0,0,0,0
1851,New York,Delaware,0.5285,0.4188,0.0413,0.0114,10662,8450,833,117,21,3,0,80,0,9,0,0,0,0,0,0,0
1852,New York,Dutchess,0.4713,0.4688,0.0497,0.0103,52669,52390,5553,613,169,25,0,320,0,23,0,0,0,0,0,0,0
1853,New York,Erie,0.3772,0.5656,0.0428,0.0144,160176,240176,18166,3358,547,130,0,1989,0,112,0,0,0,0,0,0,0
1854,New York,Essex,0.492,0.4421,0.0473,0.0187,8822,7927,848,197,18,3,0,114,0,3,0,0,0,0,0,0,0
1855,New York,Franklin,0.4381,0.5084,0.0377,0.0158,7643,8870,658,155,16,7,0,95,0,3,0,0,0,0,0,0,0
1856,New York,Fulton,0.5276,0.4298,0.0308,0.0118,11434,9314,668,107,17,16,0,112,0,3,0,0,0,0,0,0,0
1857,New York,Genesee,0.5546,0.3909,0.0354,0.019,14459,10191,924,242,35,14,0,199,0,5,0,0,0,0,0,0,0
1858,New York,Greene,0.5372,0.402,0.0438,0.017,11332,8480,924,168,39,11,0,134,0,6,0,0,0,0,0,0,0
1859,New York,Hamilton,0.6486,0.3026,0.0361,0.0128,2388,1114,133,28,7,1,0,10,0,1,0,0,0,0,0,0,0
1860,New York,Herkimer,0.5106,0.4412,0.035,0.0132,14147,12224,969,194,36,17,0,111,0,7,0,0,0,0,0,0,0
1861,New York,Jefferson,0.4995,0.4613,0.0283,0.0109,18192,16799,1029,163,41,10,0,180,0,4,0,0,0,0,0,0,0
1862,New York,Lewis,0.5587,0.3967,0.0297,0.0149,6103,4333,324,80,14,3,0,59,0,7,0,0,0,0,0,0,0
1863,New York,Livingston,0.56,0.3848,0.0387,0.0165,15244,10476,1053,152,36,18,0,182,0,62,0,0,0,0,0,0,0
1864,New York,Madison,0.5245,0.4236,0.0385,0.0133,14879,12017,1092,214,44,14,0,103,0,3,0,0,0,0,0,0,0
1865,New York,Monroe,0.4446,0.509,0.0363,0.0102,141266,161743,11520,1728,510,72,0,882,0,41,0,0,0,0,0,0,0
1866,New York,Montgomery,0.4693,0.4925,0.0234,0.0148,9765,10249,487,139,11,8,0,146,0,4,0,0,0,0,0,0,0
1867,New York,Nassau,0.3849,0.5793,0.0251,0.0108,226954,341610,14780,2809,524,59,0,2884,0,87,0,0,0,0,0,0,0
1868,New York,Niagara,0.4391,0.5124,0.0349,0.0136,40952,47781,3257,770,101,34,0,344,0,18,0,0,0,0,0,0,0
1869,New York,Oneida,0.4959,0.4577,0.0329,0.0135,47603,43933,3160,736,83,42,0,425,0,14,0,0,0,0,0,0,0
1870,New York,Onondaga,0.4109,0.5397,0.0377,0.0117,83678,109896,7670,1179,263,51,0,857,0,35,0,0,0,0,0,0,0
1871,New York,Ontario,0.5198,0.4301,0.039,0.0111,23885,19761,1793,250,72,17,0,155,0,15,0,0,0,0,0,0,0
1872,New York,Orange,0.4967,0.4597,0.0331,0.0105,62852,58170,4192,647,161,33,0,469,0,25,0,0,0,0,0,0,0
1873,New York,Orleans,0.5808,0.3781,0.0299,0.0111,9202,5991,474,105,24,8,0,38,0,1,0,0,0,0,0,0,0
1874,New York,Oswego,0.4796,0.4715,0.0351,0.0138,23249,22857,1699,374,64,26,0,197,0,7,0,0,0,0,0,0,0
1875,New York,Otsego,0.4819,0.4519,0.056,0.0103,12219,11460,1419,102,32,2,0,120,0,4,0,0,0,0,0,0,0
1876,New York,Putnam,0.5136,0.4354,0.0407,0.0103,21853,18525,1730,264,57,5,0,109,0,4,0,0,0,0,0,0,0
1877,New York,Rensselaer,0.432,0.5086,0.0481,0.0113,29562,34808,3291,337,111,18,0,285,0,24,0,0,0,0,0,0,0
1878,New York,Rockland,0.3952,0.5672,0.0286,0.009,48441,69530,3502,472,133,33,0,461,0,8,0,0,0,0,0,0,0
1879,New York,St. Lawrence,0.4135,0.5376,0.0374,0.0115,16449,21386,1488,209,55,22,0,157,0,13,0,0,0,0,0,0,0
1880,New York,Saratoga,0.4905,0.4561,0.0436,0.0097,46623,43359,4149,376,131,24,0,377,0,18,0,0,0,0,0,0,0
1881,New York,Schenectady,0.4177,0.5308,0.0411,0.0105,27961,35534,2750,308,108,21,0,250,0,14,0,0,0,0,0,0,0
1882,New York,Schoharie,0.5506,0.3978,0.0407,0.0109,7459,5390,551,66,26,6,0,47,0,3,0,0,0,0,0,0,0
